Player;Season;Decade;Age;Team;Team_Win_Percentage;Games_Played_Percentage;Games_Started_Percentage;Player_Ranking;Minutes_Played_per_Game;Points_per_Game;Rebounds_per_Game ;Assists_per_Game ;Steals_per_Game;Blocks_per_Game;Turnovers_per_Game;Personal_Fouls_per_Game ;Field_Goals_Made_per_Game;Field_Goals_Attempted_per_Game;FG_Percentage;eFG_Percentage;Free_Throws_Made_per_Game;Free_Throws_Attempted_per_Game;FT_Percentage;TS_Percentage;PER;WS_per_48_Minutes;BPM;MVP_Share;MVP
Brook Lopez;2012-13;2010s;24;BRK;0.598;0.902;1;1;30.4;19.4;6.9;0.9;0.4;2.1;1.8;2.1;7.7;14.8;0.521;0.521;4;5.3;0.758;0.567;24.7;0.191;1.4;0;0
Deron Williams;2012-13;2010s;28;BRK;0.598;0.951;1;2;36.4;18.9;3;7.7;1;0.4;2.8;2.5;6.3;14.4;0.44;0.516;4.1;4.7;0.859;0.574;20.3;0.184;3.5;0;0
Joakim Noah;2012-13;2010s;27;CHI;0.549;0.805;0.97;1;36.8;11.9;11.1;4;1.2;2.1;2.7;2.8;4.6;9.5;0.481;0.481;2.7;3.6;0.751;0.534;18.1;0.145;5.2;0.001;0
Kyrie Irving;2012-13;2010s;20;CLE;0.293;0.72;1;1;34.7;22.5;3.7;5.9;1.5;0.4;3.2;2.5;8.2;18.1;0.452;0.503;4.2;4.9;0.855;0.553;21.4;0.125;3.3;0;0
Ty Lawson;2012-13;2010s;25;DEN;0.695;0.89;0.973;1;34.4;16.7;2.7;6.9;1.5;0.1;2.5;1.8;6.1;13.3;0.461;0.505;3.2;4.3;0.756;0.549;17.9;0.141;1.4;0.001;0
Stephen Curry;2012-13;2010s;24;GSW;0.573;0.951;1;2;38.2;22.9;4;6.9;1.6;0.2;3.1;2.5;8;17.8;0.451;0.549;3.4;3.7;0.9;0.589;21.3;0.18;5.4;0.002;0
David Lee;2012-13;2010s;29;GSW;0.573;0.963;1;1;36.8;18.5;11.2;3.5;0.8;0.3;2.6;3.1;7.6;14.7;0.519;0.519;3.2;4.1;0.797;0.561;19.2;0.15;2.5;0.001;0
James Harden;2012-13;2010s;23;HOU;0.549;0.951;1;1;38.3;25.9;4.9;5.8;1.8;0.5;3.8;2.3;7.5;17.1;0.438;0.504;8.6;10.2;0.851;0.6;23;0.206;5.5;0.027;0
David West;2012-13;2010s;32;IND;0.598;0.89;1;1;33.4;17.1;7.7;2.9;1;0.9;2.2;2;6.9;13.8;0.498;0.5;3.3;4.3;0.768;0.545;20.1;0.179;3.3;0;0
Blake Griffin;2012-13;2010s;23;LAC;0.683;0.976;1;2;32.5;18;8.3;3.7;1.2;0.6;2.3;2.9;7.2;13.4;0.538;0.541;3.5;5.3;0.66;0.572;22.4;0.196;4.8;0;0
Chris Paul;2012-13;2010s;27;LAC;0.683;0.854;1;1;33.4;16.9;3.7;9.7;2.4;0.1;2.3;2;5.9;12.2;0.481;0.526;4.1;4.6;0.885;0.594;26.4;0.287;7.5;0.239;0
Kobe Bryant;2012-13;2010s;34;LAL;0.549;0.951;1;1;38.6;27.3;5.6;6;1.4;0.3;3.7;2.2;9.5;20.4;0.463;0.504;6.7;8;0.839;0.57;23;0.174;4.7;0.152;0
Dwight Howard;2012-13;2010s;27;LAL;0.549;0.927;1;2;35.8;17.1;12.4;1.4;1.1;2.4;3;3.8;6.2;10.7;0.578;0.579;4.7;9.5;0.492;0.573;19.4;0.134;1.3;0;0
Mike Conley;2012-13;2010s;25;MEM;0.683;0.976;1;2;34.5;14.6;2.8;6.1;2.2;0.3;2.4;2.1;5.2;11.8;0.44;0.497;2.9;3.5;0.83;0.549;18.3;0.172;4.1;0;0
Marc Gasol;2012-13;2010s;28;MEM;0.683;0.976;1;1;35;14.1;7.8;4;1;1.7;2;3.2;5.4;10.9;0.494;0.494;3.4;4;0.848;0.559;19.5;0.197;6.1;0.001;0
LeBron James;2012-13;2010s;28;MIA;0.805;0.927;1;1;37.9;26.8;8;7.3;1.7;0.9;3;1.4;10.1;17.8;0.565;0.603;5.3;7;0.753;0.64;31.6;0.322;11.6;0.998;1
Dwyane Wade;2012-13;2010s;31;MIA;0.805;0.841;1;2;34.7;21.2;5;5.1;1.9;0.8;2.8;2;8.2;15.8;0.521;0.528;4.5;6.2;0.725;0.571;24;0.192;3.9;0.004;0
Chris Bosh;2012-13;2010s;28;MIA;0.805;0.902;1;3;33.2;16.6;6.8;1.7;0.9;1.4;1.7;2.3;6.6;12.3;0.535;0.546;3.3;4.1;0.798;0.592;20;0.175;1.2;0;0
Carmelo Anthony;2012-13;2010s;28;NYK;0.659;0.817;1;1;37;28.7;6.9;2.6;0.8;0.5;2.6;3.1;10;22.2;0.449;0.502;6.3;7.6;0.83;0.56;24.8;0.184;2.4;0.392;0
Tyson Chandler;2012-13;2010s;30;NYK;0.659;0.805;1;2;32.8;10.4;10.7;0.9;0.6;1.1;1.3;2.8;3.9;6.1;0.638;0.638;2.7;3.9;0.694;0.671;18.9;0.207;3.5;0;0
Kevin Durant;2012-13;2010s;24;OKC;0.732;0.988;1;1;38.5;28.1;7.9;4.6;1.4;1.3;3.5;1.8;9;17.7;0.51;0.559;8.4;9.3;0.905;0.647;28.3;0.291;7.7;0.632;0
Russell Westbrook;2012-13;2010s;24;OKC;0.732;1;1;2;34.9;23.2;5.2;7.4;1.8;0.3;3.3;2.3;8.2;18.7;0.438;0.47;5.6;7;0.8;0.532;23.9;0.195;5;0.007;0
Serge Ibaka;2012-13;2010s;23;OKC;0.732;0.976;1;3;31.1;13.2;7.7;0.5;0.4;3;1.6;2.7;5.6;9.7;0.573;0.586;1.8;2.4;0.749;0.612;19.4;0.181;2.1;0;0
LaMarcus Aldridge;2012-13;2010s;27;POR;0.402;0.902;1;1;37.7;21.1;9.1;2.6;0.8;1.2;1.9;2.5;8.6;17.8;0.484;0.485;3.8;4.7;0.81;0.53;20.4;0.124;0.8;0;0
Tony Parker;2012-13;2010s;30;SAS;0.707;0.805;1;2;32.9;20.3;3;7.6;0.8;0.1;2.6;1.4;7.9;15.1;0.522;0.534;4.2;5;0.845;0.588;23;0.206;2.7;0.071;0
Tim Duncan;2012-13;2010s;36;SAS;0.707;0.841;1;1;30.1;17.8;9.9;2.7;0.7;2.7;2.1;1.7;7.1;14.1;0.502;0.503;3.6;4.3;0.817;0.554;24.4;0.191;4.1;0.054;0
Al Jefferson;2012-13;2010s;28;UTA;0.524;0.951;1;1;33.1;17.8;9.2;2.1;1;1.1;1.3;2.2;7.8;15.8;0.494;0.495;2.1;2.8;0.77;0.522;20.9;0.143;1.5;0;0
John Wall;2012-13;2010s;22;WAS;0.354;0.598;0.857;1;32.7;18.5;4;7.6;1.3;0.8;3.2;2.4;6.6;15;0.441;0.449;5;6.2;0.804;0.521;20.8;0.134;3.4;0;0
Al Jefferson;2013-14;2010s;29;CHA;0.524;0.89;1;1;35;21.8;10.8;2.1;0.9;1.1;1.7;2.4;9.6;18.8;0.509;0.51;2.6;3.8;0.69;0.532;22.7;0.146;1.8;0.027;0
Joakim Noah;2013-14;2010s;28;CHI;0.585;0.976;1;1;35.3;12.6;11.3;5.4;1.2;1.5;2.4;3.1;4.8;10;0.475;0.475;3.1;4.2;0.737;0.531;20;0.19;6.6;0.258;0
Kyrie Irving;2013-14;2010s;21;CLE;0.402;0.866;1;1;35.2;20.8;3.6;6.1;1.5;0.3;2.7;2.3;7.5;17.4;0.43;0.48;4.1;4.8;0.861;0.533;20.1;0.128;3.2;0;0
Dirk Nowitzki;2013-14;2010s;35;DAL;0.598;0.976;1;1;32.9;21.7;6.2;2.7;0.9;0.6;1.5;2.1;7.9;15.9;0.497;0.549;4.2;4.7;0.899;0.603;23.6;0.199;3.3;0.006;0
Ty Lawson;2013-14;2010s;26;DEN;0.439;0.756;0.984;1;35.8;17.6;3.5;8.8;1.6;0.2;3.2;1.8;5.6;13;0.431;0.475;5.2;6.5;0.798;0.554;19;0.136;1.7;0;0
Andre Drummond;2013-14;2010s;20;DET;0.354;0.988;1;1;32.3;13.5;13.2;0.4;1.2;1.6;1.4;3.4;5.9;9.5;0.623;0.623;1.7;4;0.418;0.599;22.6;0.182;1.6;0;0
Stephen Curry;2013-14;2010s;25;GSW;0.622;0.951;1;1;36.5;24;4.3;8.5;1.6;0.2;3.8;2.5;8.4;17.7;0.471;0.566;3.9;4.5;0.885;0.61;24.1;0.225;7.4;0.053;0
James Harden;2013-14;2010s;24;HOU;0.659;0.89;1;1;38;25.4;4.7;6.1;1.6;0.4;3.6;2.4;7.5;16.5;0.456;0.529;7.9;9.1;0.866;0.618;23.5;0.221;5.7;0.068;0
Dwight Howard;2013-14;2010s;28;HOU;0.659;0.866;1;2;33.7;18.3;12.2;1.8;0.8;1.8;3.2;3.4;6.7;11.3;0.591;0.593;4.9;9;0.547;0.6;21.3;0.161;1.9;0;0
Paul George;2013-14;2010s;23;IND;0.683;0.976;1;1;36.2;21.7;6.8;3.5;1.9;0.3;2.8;2.5;7.2;17;0.424;0.49;5;5.8;0.864;0.555;20.1;0.178;4.7;0.026;0
Blake Griffin;2013-14;2010s;24;LAC;0.695;0.976;1;2;35.8;24.1;9.5;3.9;1.2;0.6;2.8;3.3;9;17;0.528;0.533;6;8.4;0.715;0.583;23.9;0.205;4.6;0.347;0
Chris Paul;2013-14;2010s;28;LAC;0.695;0.756;1;1;35;19.1;4.3;10.7;2.5;0.1;2.3;2.5;6.5;14;0.467;0.511;4.8;5.6;0.855;0.58;25.9;0.27;7.4;0.036;0
DeAndre Jordan;2013-14;2010s;25;LAC;0.695;1;1;3;35;10.4;13.6;0.9;1;2.5;1.5;3.2;4.2;6.3;0.676;0.676;2;4.6;0.428;0.63;18.2;0.186;4.1;0;0
Mike Conley;2013-14;2010s;26;MEM;0.61;0.89;1;1;33.5;17.2;2.9;6;1.5;0.2;2.1;1.9;6.3;14.1;0.45;0.5;3.1;3.8;0.815;0.545;20;0.161;3.4;0.001;0
LeBron James;2013-14;2010s;29;MIA;0.659;0.939;1;1;37.7;27.1;6.9;6.3;1.6;0.3;3.5;1.6;10;17.6;0.567;0.61;5.7;7.6;0.75;0.649;29.3;0.264;8.9;0.713;0
Dwyane Wade;2013-14;2010s;32;MIA;0.659;0.659;0.981;2;32.9;19;4.5;4.7;1.5;0.5;3;2;7.7;14.1;0.545;0.551;3.5;4.8;0.733;0.588;22;0.149;2.3;0.001;0
Chris Bosh;2013-14;2010s;29;MIA;0.659;0.963;1;3;32;16.2;6.6;1.1;1;1;1.6;2.4;6.2;12.1;0.516;0.555;2.8;3.4;0.82;0.597;19;0.152;0.5;0;0
Kevin Love;2013-14;2010s;25;MIN;0.488;0.939;1;1;36.3;26.1;12.5;4.4;0.8;0.5;2.5;1.8;8.4;18.5;0.457;0.524;6.8;8.2;0.821;0.591;26.9;0.245;8.4;0.02;0
Anthony Davis;2013-14;2010s;20;NOP;0.415;0.817;0.985;1;35.2;20.8;10;1.6;1.3;2.8;1.6;3;7.8;15;0.519;0.52;5.2;6.6;0.791;0.582;26.5;0.212;4.5;0;0
Carmelo Anthony;2013-14;2010s;29;NYK;0.451;0.939;1;1;38.7;27.4;8.1;3.1;1.2;0.7;2.6;2.9;9.6;21.3;0.452;0.503;6;7;0.848;0.561;24.4;0.172;3.6;0.003;0
Kevin Durant;2013-14;2010s;25;OKC;0.72;0.988;1;1;38.5;32;7.4;5.5;1.3;0.7;3.5;2.1;10.5;20.8;0.503;0.56;8.7;9.9;0.873;0.635;29.8;0.295;8.8;0.986;1
Russell Westbrook;2013-14;2010s;25;OKC;0.72;0.561;1;2;30.7;21.8;5.7;6.9;1.9;0.2;3.8;2.3;7.5;17.2;0.437;0.48;5.3;6.4;0.826;0.545;24.7;0.178;6.4;0;0
Serge Ibaka;2013-14;2010s;24;OKC;0.72;0.988;1;3;32.9;15.1;8.8;1;0.5;2.7;1.5;2.9;6.5;12.1;0.536;0.548;1.9;2.5;0.784;0.576;19.6;0.173;1.9;0;0
Goran Dragic;2013-14;2010s;27;PHO;0.585;0.927;0.987;1;35.1;20.3;3.2;5.9;1.4;0.3;2.8;2.7;7.3;14.4;0.505;0.561;4.2;5.5;0.76;0.604;21.4;0.186;3.9;0.002;0
LaMarcus Aldridge;2013-14;2010s;28;POR;0.659;0.841;1;1;36.2;23.2;11.1;2.6;0.9;1;1.8;2.1;9.4;20.6;0.458;0.459;4.3;5.2;0.822;0.507;21.8;0.144;0.3;0.021;0
Damian Lillard;2013-14;2010s;23;POR;0.659;1;1;2;35.8;20.7;3.5;5.6;0.8;0.3;2.4;2.4;6.7;15.9;0.424;0.508;4.5;5.2;0.871;0.568;18.6;0.157;2.7;0;0
Nicolas Batum;2013-14;2010s;25;POR;0.659;1;1;3;36;13;7.5;5.1;0.9;0.7;2.5;1.9;4.6;10;0.465;0.554;2;2.5;0.803;0.589;15.8;0.128;4.2;0;0
DeMarcus Cousins;2013-14;2010s;23;SAC;0.341;0.866;1;1;32.4;22.7;11.7;2.9;1.5;1.3;3.5;3.8;8.3;16.8;0.496;0.496;6.1;8.4;0.726;0.555;26.1;0.166;4.7;0;0
Isaiah Thomas;2013-14;2010s;24;SAC;0.341;0.878;0.75;2;34.7;20.3;2.9;6.3;1.3;0.1;3;2.6;6.9;15.2;0.453;0.51;4.8;5.7;0.85;0.574;20.5;0.149;2.9;0;0
Kawhi Leonard;2013-14;2010s;22;SAS;0.756;0.805;0.985;3;29.1;12.8;6.2;2;1.7;0.8;1.2;1.9;5.1;9.8;0.522;0.576;1.5;1.9;0.802;0.602;19.4;0.193;5.8;0;0
Tim Duncan;2013-14;2010s;37;SAS;0.756;0.902;1;2;29.2;15.1;9.7;3;0.6;1.9;2.1;1.8;6;12.2;0.49;0.49;3.1;4.3;0.731;0.535;21.3;0.164;3.2;0.017;0
Tony Parker;2013-14;2010s;31;SAS;0.756;0.829;1;1;29.4;16.7;2.3;5.7;0.5;0.1;2.2;1.3;6.7;13.4;0.499;0.513;2.9;3.6;0.811;0.555;18.9;0.141;-0.5;0.017;0
Kyle Lowry;2013-14;2010s;27;TOR;0.585;0.963;1;2;36.2;17.9;4.7;7.4;1.5;0.2;2.5;3.4;5.8;13.7;0.423;0.511;4;4.9;0.813;0.567;20.1;0.197;5.9;0;0
DeMar DeRozan;2013-14;2010s;24;TOR;0.585;0.963;1;1;38.2;22.7;4.3;4;1.1;0.4;2.2;2.5;7.6;17.8;0.429;0.452;6.6;8;0.824;0.532;18.4;0.141;0.7;0;0
John Wall;2013-14;2010s;23;WAS;0.537;1;1;1;36.3;19.3;4.1;8.8;1.8;0.5;3.6;2.7;7.1;16.3;0.433;0.473;3.9;4.8;0.805;0.524;19.5;0.128;2.6;0;0
Paul Millsap;2014-15;2010s;29;ATL;0.732;0.89;1;2;32.7;16.7;7.8;3.1;1.8;0.9;2.3;2.8;6.1;12.7;0.476;0.518;3.5;4.6;0.757;0.565;20;0.166;4.2;0;0
Al Horford;2014-15;2010s;28;ATL;0.732;0.927;1;1;30.5;15.2;7.2;3.2;0.9;1.3;1.3;1.6;6.8;12.7;0.538;0.544;1.4;1.9;0.759;0.563;21.4;0.179;3.8;0;0
Jimmy Butler;2014-15;2010s;25;CHI;0.61;0.793;1;1;38.7;20;5.8;3.3;1.8;0.6;1.4;1.7;6.5;14;0.462;0.502;5.9;7.1;0.834;0.583;21.3;0.214;4.7;0;0
Pau Gasol;2014-15;2010s;34;CHI;0.61;0.951;1;2;34.4;18.5;11.8;2.7;0.3;1.9;2;1.9;7.3;14.8;0.494;0.5;3.8;4.7;0.803;0.55;22.7;0.187;2.8;0;0
LeBron James;2014-15;2010s;30;CLE;0.646;0.841;1;1;36.1;25.3;6;7.4;1.6;0.7;3.9;2;9;18.5;0.488;0.535;5.4;7.7;0.71;0.577;25.9;0.199;7.4;0.425;0
Kyrie Irving;2014-15;2010s;22;CLE;0.646;0.915;1;2;36.4;21.7;3.2;5.2;1.5;0.3;2.5;1.9;7.7;16.5;0.468;0.532;4.2;4.9;0.863;0.583;21.5;0.183;3.3;0;0
Stephen Curry;2014-15;2010s;26;GSW;0.817;0.976;1;1;32.7;23.8;4.3;7.7;2;0.2;3.1;2;8.2;16.8;0.487;0.594;3.9;4.2;0.914;0.638;28;0.288;9.9;0.922;1
Klay Thompson;2014-15;2010s;24;GSW;0.817;0.939;1;2;31.9;21.7;3.2;2.9;1.1;0.8;1.9;1.6;7.8;16.9;0.463;0.555;2.9;3.3;0.879;0.591;20.8;0.172;2.7;0.001;0
James Harden;2014-15;2010s;25;HOU;0.683;0.988;1;1;36.8;27.4;5.7;7;1.9;0.7;4;2.6;8;18.1;0.44;0.511;8.8;10.2;0.868;0.605;26.7;0.265;8.4;0.72;0
George Hill;2014-15;2010s;28;IND;0.463;0.524;0.837;1;29.5;16.1;4.2;5.1;1;0.3;1.6;2.6;5.9;12.4;0.477;0.541;2.6;3.3;0.79;0.579;21.5;0.203;5.6;0;0
Blake Griffin;2014-15;2010s;25;LAC;0.683;0.817;1;2;35.2;21.9;7.6;5.3;0.9;0.5;2.3;2.9;8.6;17.1;0.502;0.506;4.6;6.4;0.728;0.551;22.8;0.183;4.1;0.002;0
Chris Paul;2014-15;2010s;29;LAC;0.683;1;1;1;34.8;19.1;4.6;10.2;1.9;0.2;2.3;2.5;6.9;14.3;0.485;0.545;3.5;3.9;0.9;0.596;26;0.27;7.5;0.095;0
DeAndre Jordan;2014-15;2010s;26;LAC;0.683;1;1;3;34.4;11.5;15;0.7;1;2.2;1.3;3;4.6;6.5;0.71;0.711;2.3;5.7;0.397;0.638;21;0.217;4.1;0;0
Marc Gasol;2014-15;2010s;30;MEM;0.671;0.988;1;1;33.2;17.4;7.8;3.8;0.9;1.6;2.2;2.6;6.5;13.2;0.494;0.496;4.3;5.4;0.795;0.558;21.7;0.182;4.8;0.002;0
Mike Conley;2014-15;2010s;27;MEM;0.671;0.854;1;2;31.8;15.8;3;5.4;1.3;0.2;2.2;2;5.6;12.6;0.446;0.506;3.1;3.6;0.859;0.558;18.6;0.147;2.7;0;0
Zach Randolph;2014-15;2010s;33;MEM;0.671;0.866;1;3;32.5;16.1;10.5;2.2;1;0.2;2.2;2.5;6.4;13.1;0.487;0.491;3.2;4.2;0.765;0.538;19.5;0.149;1.5;0;0
Dwyane Wade;2014-15;2010s;33;MIA;0.451;0.756;1;1;31.8;21.5;3.5;4.8;1.2;0.3;3.4;1.7;8.2;17.5;0.47;0.483;4.6;6;0.768;0.534;21.4;0.086;1.2;0;0
Chris Bosh;2014-15;2010s;30;MIA;0.451;0.537;1;2;35.4;21.1;7;2.2;0.9;0.6;2.2;1.6;7.8;16.9;0.46;0.503;4.1;5.3;0.772;0.548;19.8;0.111;-0.1;0;0
Anthony Davis;2014-15;2010s;21;NOP;0.549;0.829;1;1;36.1;24.4;10.2;2.2;1.5;2.9;1.4;2.1;9.4;17.6;0.535;0.536;5.5;6.8;0.805;0.591;30.8;0.274;7.1;0.156;0
Russell Westbrook;2014-15;2010s;26;OKC;0.305;0.817;1;1;34.4;28.1;7.3;8.6;2.1;0.2;4.4;2.7;9.4;22;0.426;0.455;8.1;9.8;0.835;0.536;29.1;0.222;11;0.271;0
Nikola Vucevic;2014-15;2010s;24;ORL;0.305;0.902;1;1;34.2;19.3;10.9;2;0.7;0.7;2;3;8.5;16.3;0.523;0.524;2.2;2.9;0.752;0.548;21.5;0.133;0.5;0;0
Damian Lillard;2014-15;2010s;24;POR;0.622;1;1;2;35.7;21;4.6;6.2;1.2;0.3;2.7;2;7.2;16.6;0.434;0.506;4.2;4.9;0.864;0.56;20.7;0.174;5.1;0;0
LaMarcus Aldridge;2014-15;2010s;29;POR;0.622;0.866;1;1;35.4;23.4;10.2;1.7;0.7;1;1.7;1.8;9.3;19.9;0.466;0.479;4.3;5.1;0.845;0.528;22.8;0.165;0.3;0.005;0
DeMarcus Cousins;2014-15;2010s;24;SAC;0.354;0.72;1;1;34.1;24.1;12.7;3.6;1.5;1.7;4.3;4.1;8.4;18.1;0.467;0.468;7.2;9.2;0.782;0.545;25.2;0.144;4.7;0;0
Rudy Gay;2014-15;2010s;28;SAC;0.354;0.829;0.985;2;35.4;21.1;5.9;3.7;1;0.6;2.7;2.3;7.5;16.4;0.455;0.491;5;5.8;0.858;0.556;19.7;0.122;2.1;0;0
Kawhi Leonard;2014-15;2010s;23;SAS;0.671;0.78;1;2;31.8;16.5;7.2;2.5;2.3;0.8;1.5;2;6.2;12.8;0.479;0.52;3.2;3.9;0.802;0.567;22;0.204;6.1;0.001;0
Tim Duncan;2014-15;2010s;38;SAS;0.671;0.939;1;1;28.9;13.9;9.1;3;0.8;2;1.7;2.1;5.4;10.6;0.512;0.513;3;4;0.74;0.56;22.6;0.207;5.5;0.001;0
Derrick Favors;2014-15;2010s;23;UTA;0.463;0.902;1;2;30.8;16;8.2;1.5;0.8;1.7;1.6;2.8;6.5;12.4;0.525;0.526;3;4.5;0.669;0.558;21.8;0.175;2.4;0;0
Gordon Hayward;2014-15;2010s;24;UTA;0.463;0.927;1;1;34.4;19.3;4.9;4.1;1.4;0.4;2.7;1.7;6.4;14.3;0.445;0.5;4.9;6.1;0.812;0.567;20.2;0.159;3.4;0;0
John Wall;2014-15;2010s;24;WAS;0.561;0.963;1;1;35.9;17.6;4.6;10;1.7;0.6;3.8;2.3;6.6;14.8;0.445;0.473;3.6;4.6;0.785;0.523;19.9;0.132;3.5;0;0
Paul Millsap;2015-16;2010s;30;ATL;0.585;0.988;1;2;32.7;17.1;9;3.3;1.8;1.7;2.4;2.9;6.2;13.2;0.47;0.505;3.8;5;0.757;0.556;21.3;0.183;5.3;0;0
Al Horford;2015-16;2010s;29;ATL;0.585;1;1;1;32.1;15.2;7.3;3.2;0.8;1.5;1.3;2;6.5;12.8;0.505;0.547;1.3;1.6;0.798;0.565;19.4;0.172;4.1;0;0
Isaiah Thomas;2015-16;2010s;26;BOS;0.585;1;0.963;1;32.2;22.2;3;6.2;1.1;0.1;2.7;2;7.2;16.9;0.428;0.488;5.8;6.6;0.871;0.562;21.5;0.177;3;0;0
Brook Lopez;2015-16;2010s;27;BRK;0.256;0.89;1;1;33.7;20.6;7.8;2;0.8;1.7;2.4;2.9;8.1;15.8;0.511;0.512;4.3;5.5;0.787;0.562;21.7;0.121;1.3;0;0
Jimmy Butler;2015-16;2010s;26;CHI;0.512;0.817;1;1;36.9;20.9;5.3;4.8;1.6;0.6;2;1.9;7;15.4;0.454;0.485;5.9;7.1;0.832;0.562;21.3;0.177;4;0;0
Pau Gasol;2015-16;2010s;35;CHI;0.512;0.878;1;2;31.8;16.5;11;4.1;0.6;2;2.3;2.1;6.5;13.8;0.469;0.481;3.2;4;0.792;0.529;21.7;0.149;4;0;0
Kemba Walker;2015-16;2010s;25;CHO;0.585;0.988;1;1;35.6;20.9;4.4;5.2;1.6;0.5;2.1;1.4;7;16.4;0.427;0.495;4.6;5.4;0.847;0.554;20.8;0.165;4;0;0
LeBron James;2015-16;2010s;31;CLE;0.695;0.927;1;1;35.6;25.3;7.4;6.8;1.4;0.6;3.3;1.9;9.7;18.6;0.52;0.551;4.7;6.5;0.731;0.588;27.5;0.242;9.1;0.482;0
Andre Drummond;2015-16;2010s;22;DET;0.537;0.988;1;1;32.9;16.2;14.8;0.8;1.5;1.4;1.9;3;6.8;13.1;0.521;0.522;2.6;7.2;0.355;0.499;21.2;0.133;-0.5;0;0
Stephen Curry;2015-16;2010s;27;GSW;0.89;0.963;1;1;34.2;30.1;5.4;6.7;2.1;0.2;3.3;2;10.2;20.2;0.504;0.63;4.6;5.1;0.908;0.669;31.5;0.318;12.5;1;1
Draymond Green;2015-16;2010s;25;GSW;0.89;0.988;1;3;34.7;14;9.5;7.4;1.5;1.4;3.2;3;5;10.1;0.49;0.551;2.8;4.1;0.696;0.587;19.3;0.19;5.8;0;0
Klay Thompson;2015-16;2010s;25;GSW;0.89;0.976;1;2;33.3;22.1;3.8;2.1;0.8;0.6;1.7;1.9;8.1;17.3;0.47;0.569;2.4;2.8;0.873;0.597;18.6;0.144;0.7;0;0
James Harden;2015-16;2010s;26;HOU;0.5;1;1;1;38.1;29;6.1;7.5;1.7;0.6;4.6;2.8;8.7;19.7;0.439;0.512;8.8;10.2;0.86;0.598;25.3;0.204;6.7;0.007;0
Paul George;2015-16;2010s;25;IND;0.549;0.988;1;1;34.8;23.1;7;4.1;1.9;0.4;3.3;2.8;7.5;17.9;0.418;0.49;5.6;6.5;0.86;0.557;20.9;0.157;4.5;0;0
Chris Paul;2015-16;2010s;30;LAC;0.646;0.902;1;1;32.7;19.5;4.2;10;2.1;0.2;2.6;2.5;7;15.1;0.462;0.517;4;4.4;0.896;0.575;26.2;0.253;7.8;0.082;0
DeAndre Jordan;2015-16;2010s;27;LAC;0.646;0.939;1;2;33.7;12.7;13.8;1.2;0.7;2.3;1.4;2.7;4.6;6.6;0.703;0.703;3.5;8;0.43;0.628;20.6;0.213;3.4;0;0
Mike Conley;2015-16;2010s;28;MEM;0.512;0.683;1;1;31.4;15.3;2.9;6.1;1.2;0.3;1.5;1.8;5.3;12.4;0.422;0.478;3.4;4.1;0.834;0.538;19.4;0.145;1.7;0;0
Hassan Whiteside;2015-16;2010s;26;MIA;0.585;0.89;0.589;3;29.1;14.2;11.8;0.4;0.6;3.7;1.9;2.8;5.7;9.3;0.606;0.606;2.9;4.5;0.65;0.629;25.7;0.233;2.5;0;0
Chris Bosh;2015-16;2010s;31;MIA;0.585;0.646;1;2;33.5;19.1;7.4;2.4;0.7;0.6;1.5;1.9;6.8;14.5;0.467;0.52;4;5.1;0.795;0.571;20.2;0.172;2.1;0;0
Karl-Anthony Towns;2015-16;2010s;20;MIN;0.354;1;1;1;32;18.3;10.5;2;0.7;1.7;2.2;3;7.6;14.1;0.542;0.555;2.7;3.4;0.811;0.59;22.5;0.151;2.8;0;0
Carmelo Anthony;2015-16;2010s;31;NYK;0.39;0.878;1;1;35.1;21.8;7.7;4.2;0.9;0.5;2.4;2.5;7.9;18.2;0.434;0.474;4.6;5.6;0.829;0.53;20.3;0.121;2.6;0;0
Kevin Durant;2015-16;2010s;27;OKC;0.671;0.878;1;1;35.8;28.2;8.2;5;1;1.2;3.5;1.9;9.7;19.2;0.505;0.573;6.2;6.9;0.898;0.634;28.2;0.27;7.9;0.112;0
Russell Westbrook;2015-16;2010s;27;OKC;0.671;0.976;1;2;34.4;23.5;7.8;10.4;2;0.3;4.3;2.5;8.2;18.1;0.454;0.489;5.8;7.2;0.812;0.554;27.6;0.245;10;0.371;0
Nikola Vucevic;2015-16;2010s;25;ORL;0.427;0.793;0.923;1;31.3;18.2;8.9;2.8;0.8;1.1;1.9;2.7;8.2;16.1;0.51;0.511;1.7;2.3;0.753;0.531;21.1;0.122;1.8;0;0
Damian Lillard;2015-16;2010s;25;POR;0.537;0.915;1;1;35.7;25.1;4;6.8;0.9;0.4;3.2;2.2;8.2;19.7;0.419;0.497;5.5;6.2;0.892;0.56;22.2;0.165;3.7;0.02;0
CJ McCollum;2015-16;2010s;24;POR;0.537;0.976;1;2;34.8;20.8;3.2;4.3;1.2;0.3;2.5;2.3;8;17.9;0.448;0.517;2.3;2.8;0.827;0.544;17.7;0.104;0.4;0;0
DeMarcus Cousins;2015-16;2010s;25;SAC;0.402;0.793;1;1;34.6;26.9;11.5;3.3;1.6;1.4;3.8;3.6;9.2;20.5;0.451;0.477;7.3;10.2;0.718;0.538;23.6;0.122;2.6;0;0
Kawhi Leonard;2015-16;2010s;24;SAS;0.817;0.878;1;1;33.1;21.2;6.8;2.6;1.8;1;1.5;1.8;7.7;15.1;0.506;0.565;4.1;4.6;0.874;0.616;26;0.277;8.3;0.484;0
